F1,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
0.72,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.08,
1.80,
1.80,
2.52,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.08,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
2.52,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
1.80,
2.52,
2.52,
3.24,
3.96,
4.68,
5.40,
6.12,
7.56,
8.64,
11.16,
12.96,
15.12,
17.28,
19.44,
21.96,
24.84,
26.28,
29.16,
30.96,
34.20,
34.20,
38.16,
40.32,
40.32,
44.64,
44.64,
47.16,
49.68,
52.20,
55.08,
57.96,
61.20,
64.44,
68.04,
68.04,
68.04,
71.64,
75.96,
75.96,
80.28,
75.96,
80.28,
80.28,
75.96,
80.28,
80.28,
80.28,
80.28,
80.28,
80.28,
80.28,
80.28,
75.96,
80.28,
75.96,
75.96,
80.28,
80.28,
80.28,
75.96,
75.96,
75.96,
71.64,
75.96,
75.96,
71.64,
75.96,
71.64,
71.64,
71.64,
71.64,
75.96,
75.96,
80.28,
80.28,
80.28,
80.28,
80.28,
75.96,
80.28,
75.96,
75.96,
75.96,
75.96,
75.96,
75.96,
75.96,
75.96,
75.96,
75.96,
71.64,
75.96,
75.96,
75.96,
75.96,
75.96,
71.64,
75.96,
75.96,
75.96,
75.96,
75.96,
75.96,
71.64,
75.96,
71.64,
71.64,
71.64,
71.64,
75.96,
75.96,
75.96,
71.64,
71.64,
71.64,
71.64,
71.64,
75.96,
75.96,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
75.96,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
71.64,
68.04,
68.04,
68.04,
71.64,
71.64,
71.64,
71.64,
71.64,
68.04,
68.04,
68.04,
71.64,
71.64,
71.64,
71.64,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
71.64,
71.64,
68.04,
71.64,
68.04,
68.04,
71.64,
71.64,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
71.64,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
71.64,
71.64,
71.64,
68.04,
68.04,
68.04,
61.20,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
75.96,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
68.04,
64.44,
68.04,
68.04,
68.04,
68.04,
68.04,
71.64,
68.04,
68.04,
68.04,
68.04,
64.44,
64.44,
68.04,
68.04,
68.04,
68.04,
64.44,
64.44,
64.44,
68.04,
68.04,
64.44,
68.04,
64.44,
68.04,
64.44,
64.44,
68.04,
68.04,
68.04,
68.04,
68.04,
64.44,
64.44,
68.04,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
68.04,
68.04,
64.44,
68.04,
68.04,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
68.04,
64.44,
68.04,
68.04,
64.44,
64.44,
64.44,
64.44,
68.04,
68.04,
68.04,
64.44,
64.44,
64.44,
64.44,
68.04,
64.44,
64.44,
71.64,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
68.04,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
64.44,
